customer_name,email,order_id,order_date,product_name,quantity,price,total_amount_paid
Michael Smith,bgross@example.net,85,2025-11-03T01:15:23.987935,Multi-channeled actuating interface Standard,4,89.43,0.0
Michael Smith,bgross@example.net,85,2025-11-03T01:15:23.987935,Future-proofed web-enabled ability Premium,5,114.82,0.0
Joseph Wong,robert12@example.org,42,2025-11-02T23:35:47.999213,Automated attitude-oriented capability Deluxe,4,491.29,0.0
Joseph Wong,robert12@example.org,42,2025-11-02T23:35:47.999213,Configurable multi-state core Deluxe,1,66.41,0.0
Joseph Wong,robert12@example.org,42,2025-11-02T23:35:47.999213,Object-based asynchronous moderator Basic,5,643.19,0.0
Joseph Wong,robert12@example.org,42,2025-11-02T23:35:47.999213,Synchronized bi-directional strategy Deluxe,2,183.49,0.0
Shawn Mcdaniel,kristin93@example.com,165,2025-11-01T22:39:52.788874,Integrated content-based analyzer Basic,2,310.36,0.0
Shawn Mcdaniel,kristin93@example.com,165,2025-11-01T22:39:52.788874,Adaptive actuating throughput Basic,2,669.56,0.0
Shawn Mcdaniel,kristin93@example.com,165,2025-11-01T22:39:52.788874,Inverse optimizing paradigm Basic,4,726.23,0.0
Tracy Hanson,brandon39@example.net,160,2025-10-31T11:01:05.685096,Programmable systemic hierarchy Deluxe,5,584.13,0.0
Tracy Hanson,brandon39@example.net,160,2025-10-31T11:01:05.685096,Virtual needs-based middleware Pro,3,581.44,0.0
Tracy Hanson,brandon39@example.net,160,2025-10-31T11:01:05.685096,Implemented leadingedge core Premium,4,98.82,0.0
Mikayla Becker,chelsea33@example.com,127,2025-10-28T09:20:13.257475,Reactive leadingedge knowledgebase Premium,2,407.07,0.0
Mikayla Becker,chelsea33@example.com,127,2025-10-28T09:20:13.257475,Realigned holistic capability Basic,2,7.67,0.0
Mikayla Becker,chelsea33@example.com,127,2025-10-28T09:20:13.257475,Quality-focused regional Graphical User Interface Pro,4,600.42,0.0
Mikayla Becker,chelsea33@example.com,127,2025-10-28T09:20:13.257475,Reactive bottom-line hub Premium,1,55.91,0.0
Mikayla Becker,chelsea33@example.com,127,2025-10-28T09:20:13.257475,Configurable multi-state core Deluxe,4,66.41,0.0
Grant Ward,davidharris@example.org,66,2025-10-27T21:47:31.004019,Compatible high-level alliance Basic,1,458.67,0.0
Tiffany Smith,ldrake@example.org,39,2025-10-24T13:17:57.328215,Expanded fault-tolerant Internet solution Premium,3,779.74,0.0
Tiffany Smith,ldrake@example.org,39,2025-10-24T13:17:57.328215,Seamless attitude-oriented hardware Standard,3,59.36,0.0
Tiffany Smith,ldrake@example.org,39,2025-10-24T13:17:57.328215,Configurable multi-state core Deluxe,3,66.41,0.0
Tiffany Smith,ldrake@example.org,39,2025-10-24T13:17:57.328215,Secured bandwidth-monitored task-force Standard,2,83.07,0.0
Shannon Walton,katie87@example.net,110,2025-10-20T04:06:15.964962,Synchronized bi-directional strategy Deluxe,4,155.97,0.0
Mikayla Becker,chelsea33@example.com,2,2025-10-19T23:31:00.219402,Optimized even-keeled application Basic,3,15.25,4946.92
Mikayla Becker,chelsea33@example.com,2,2025-10-19T23:31:00.219402,Versatile scalable workforce Premium,5,969.17,4946.92
Samantha White,tranrobin@example.net,118,2025-10-16T12:41:12.433567,Self-enabling system-worthy help-desk Basic,5,62.53,4971.47
Samantha White,tranrobin@example.net,118,2025-10-16T12:41:12.433567,Inverse attitude-oriented strategy Premium,5,755.7,4971.47
Samantha White,tranrobin@example.net,118,2025-10-16T12:41:12.433567,Virtual high-level strategy Deluxe,4,208.37,4971.47
Steven Sanders,maldonadojohn@example.com,142,2025-10-13T23:56:57.219852,Versatile 24/7 solution Deluxe,3,673.65,2964.91
Steven Sanders,maldonadojohn@example.com,142,2025-10-13T23:56:57.219852,Virtual multi-state knowledgebase Premium,4,233.08,2964.91
David Dalton,timperez@example.org,16,2025-10-13T10:44:33.012142,Future-proofed web-enabled ability Premium,3,129.18,0.0
David Dalton,timperez@example.org,16,2025-10-13T10:44:33.012142,Triple-buffered executive interface Standard,1,362.98,0.0
David Dalton,timperez@example.org,16,2025-10-13T10:44:33.012142,Reduced 5thgeneration secured line Deluxe,1,625.07,0.0
David Dalton,timperez@example.org,16,2025-10-13T10:44:33.012142,Implemented leadingedge core Premium,2,98.82,0.0
Kaitlin Thompson,richard04@example.com,125,2025-10-09T00:04:59.987416,Secured needs-based orchestration Pro,5,469.06,0.0
Kaitlin Thompson,richard04@example.com,125,2025-10-09T00:04:59.987416,Universal methodical customer loyalty Basic,3,575.41,0.0
Kaitlin Thompson,richard04@example.com,125,2025-10-09T00:04:59.987416,Secured bandwidth-monitored task-force Standard,1,73.3,0.0
Rachel Marshall,erica21@example.com,128,2025-10-07T17:12:49.725785,Customizable fault-tolerant knowledge user Deluxe,3,229.34,0.0
Rachel Marshall,erica21@example.com,128,2025-10-07T17:12:49.725785,Phased heuristic encryption Basic,5,428.94,0.0
Rachel Marshall,erica21@example.com,128,2025-10-07T17:12:49.725785,User-centric optimal algorithm Deluxe,5,639.28,0.0
Rachel Marshall,erica21@example.com,128,2025-10-07T17:12:49.725785,Secured bandwidth-monitored task-force Standard,3,83.07,0.0
Jared Parker,melissa12@example.net,177,2025-10-05T15:59:48.827286,Face-to-face demand-driven implementation Standard,4,425.31,1761.31
Shannon Palmer,odavis@example.com,157,2025-10-01T21:20:15.120445,Streamlined dynamic info-mediaries Premium,4,662.25,2690.93
Donald Price,baileyhenderson@example.com,162,2025-09-28T18:41:27.251352,User-centric optimal algorithm Deluxe,4,575.35,0.0
Donald Price,baileyhenderson@example.com,162,2025-09-28T18:41:27.251352,Triple-buffered executive interface Standard,5,341.62,0.0
Donald Price,baileyhenderson@example.com,162,2025-09-28T18:41:27.251352,Balanced systemic policy Premium,4,116.26,0.0
Robin James,tylerjohnson@example.net,107,2025-09-28T18:05:13.977008,Automated dedicated complexity Deluxe,4,548.31,6546.65
Robin James,tylerjohnson@example.net,107,2025-09-28T18:05:13.977008,Fundamental web-enabled strategy Premium,5,543.39,6546.65
Robin James,tylerjohnson@example.net,107,2025-09-28T18:05:13.977008,Ergonomic client-server interface Standard,1,254.32,6546.65
Robin James,tylerjohnson@example.net,107,2025-09-28T18:05:13.977008,Ergonomic object-oriented capacity Deluxe,2,660.89,6546.65
Thomas Walsh,christopherbruce@example.net,35,2025-09-28T08:49:12.347597,Multi-channeled background Graphic Interface Premium,2,317.3,0.0
Thomas Walsh,christopherbruce@example.net,35,2025-09-28T08:49:12.347597,Reactive leadingedge knowledgebase Premium,5,457.96,0.0
Thomas Walsh,christopherbruce@example.net,35,2025-09-28T08:49:12.347597,Quality-focused optimizing firmware Basic,1,349.98,0.0
Cynthia Faulkner,markramirez@example.com,54,2025-09-27T06:23:43.866189,Quality-focused regional Graphical User Interface Pro,3,675.47,0.0
Cynthia Faulkner,markramirez@example.com,54,2025-09-27T06:23:43.866189,Organic discrete middleware Basic,2,511.07,0.0
Cynthia Faulkner,markramirez@example.com,54,2025-09-27T06:23:43.866189,Phased interactive database Pro,3,422.65,0.0
Chelsey Patterson,kristenli@example.org,179,2025-09-21T17:16:52.000939,Ergonomic value-added budgetary management Standard,3,211.58,0.0
Chelsey Patterson,kristenli@example.org,179,2025-09-21T17:16:52.000939,Balanced systemic policy Premium,1,145.33,0.0
Chelsey Patterson,kristenli@example.org,179,2025-09-21T17:16:52.000939,Versatile 24/7 solution Deluxe,5,538.92,0.0
Chelsey Patterson,kristenli@example.org,179,2025-09-21T17:16:52.000939,Virtual multi-state knowledgebase Premium,3,233.08,0.0
Tiffany Smith,ldrake@example.org,131,2025-09-19T17:39:59.199092,Self-enabling system-worthy help-desk Basic,2,50.02,5741.25
Tiffany Smith,ldrake@example.org,131,2025-09-19T17:39:59.199092,Extended coherent middleware Pro,4,932.16,5741.25
Tiffany Smith,ldrake@example.org,131,2025-09-19T17:39:59.199092,Self-enabling full-range extranet Standard,5,374.55,5741.25
Richard Parks,aguilarjonathan@example.org,124,2025-09-16T07:53:36.181020,Self-enabling system-worthy help-desk Basic,2,53.15,0.0
Felicia Lopez,jillwilson@example.org,115,2025-09-15T21:11:31.718640,Versatile scalable workforce Premium,4,969.17,7331.84
Felicia Lopez,jillwilson@example.org,115,2025-09-15T21:11:31.718640,Switchable user-facing open system Premium,4,308.04,7331.84
Felicia Lopez,jillwilson@example.org,115,2025-09-15T21:11:31.718640,Future-proofed executive synergy Premium,2,833.58,7331.84
Felicia Lopez,jillwilson@example.org,115,2025-09-15T21:11:31.718640,Reactive user-facing Graphic Interface Deluxe,1,535.14,7331.84
Kyle Wright,scott22@example.net,41,2025-09-14T01:34:44.204062,Reactive leadingedge knowledgebase Premium,5,432.51,2976.8599999999997
Kyle Wright,scott22@example.net,41,2025-09-14T01:34:44.204062,Quality-focused optimizing firmware Basic,2,388.87,2976.8599999999997
Sabrina Collins,tanderson@example.org,78,2025-09-13T16:29:07.897314,Balanced systemic policy Premium,4,145.33,0.0
Sabrina Collins,tanderson@example.org,78,2025-09-13T16:29:07.897314,Re-contextualized clear-thinking array Basic,2,357.17,0.0
Sabrina Collins,tanderson@example.org,78,2025-09-13T16:29:07.897314,Future-proofed web-enabled ability Premium,3,114.82,0.0
Sabrina Collins,tanderson@example.org,78,2025-09-13T16:29:07.897314,Organic attitude-oriented policy Premium,4,646.91,0.0
Sabrina Collins,tanderson@example.org,78,2025-09-13T16:29:07.897314,Enterprise-wide hybrid analyzer Premium,4,353.55,0.0
Sydney Taylor,michelleramsey@example.com,96,2025-09-07T18:38:06.595148,Balanced systemic policy Premium,5,109.0,0.0
Sydney Taylor,michelleramsey@example.com,96,2025-09-07T18:38:06.595148,Persistent bi-directional artificial intelligence Deluxe,4,74.53,0.0
Sydney Taylor,michelleramsey@example.com,96,2025-09-07T18:38:06.595148,Reduced 5thgeneration secured line Deluxe,1,588.3,0.0
Michael Smith,bgross@example.net,129,2025-09-01T21:44:50.868139,Universal methodical customer loyalty Basic,3,575.41,0.0
Michael Smith,bgross@example.net,129,2025-09-01T21:44:50.868139,Self-enabling system-worthy help-desk Basic,5,53.15,0.0
Kenneth Ward,alexis82@example.com,1,2025-08-31T23:19:06.206917,Secured 4thgeneration forecast Standard,3,926.95,6792.379999999999
Kenneth Ward,alexis82@example.com,1,2025-08-31T23:19:06.206917,Self-enabling object-oriented toolset Basic,3,421.26,6792.379999999999
Kenneth Ward,alexis82@example.com,1,2025-08-31T23:19:06.206917,Business-focused hybrid framework Deluxe,2,799.04,6792.379999999999
Kenneth Ward,alexis82@example.com,1,2025-08-31T23:19:06.206917,Reactive bottom-line hub Premium,3,41.93,6792.379999999999
Kenneth Ward,alexis82@example.com,1,2025-08-31T23:19:06.206917,Automated attitude-oriented capability Deluxe,2,491.29,6792.379999999999
Elizabeth Mills,carlos88@example.net,59,2025-08-29T22:16:56.262145,Ergonomic client-server interface Standard,2,226.06,0.0
Michael Bennett,kkramer@example.net,84,2025-08-29T09:03:29.874438,Streamlined dynamic info-mediaries Premium,4,584.34,0.0
Michael Bennett,kkramer@example.net,84,2025-08-29T09:03:29.874438,Synchronized bandwidth-monitored database Deluxe,1,255.39,0.0
Michael Bennett,kkramer@example.net,84,2025-08-29T09:03:29.874438,Adaptive coherent firmware Basic,4,521.9,0.0
Michael Bennett,kkramer@example.net,84,2025-08-29T09:03:29.874438,Synchronized upward-trending synergy Deluxe,4,88.72,0.0
Michael Bennett,kkramer@example.net,84,2025-08-29T09:03:29.874438,Centralized didactic access Basic,2,502.61,0.0
Lisa Davis,ncarroll@example.net,126,2025-08-27T17:22:31.060521,Programmable systemic hierarchy Deluxe,1,730.16,5605.92
Lisa Davis,ncarroll@example.net,126,2025-08-27T17:22:31.060521,Re-contextualized clear-thinking array Basic,3,446.46,5605.92
Lisa Davis,ncarroll@example.net,126,2025-08-27T17:22:31.060521,Organic discrete middleware Basic,2,681.43,5605.92
Lisa Davis,ncarroll@example.net,126,2025-08-27T17:22:31.060521,Triple-buffered executive interface Standard,5,427.03,5605.92
Mark Pugh,wareeric@example.net,58,2025-08-25T13:36:24.807218,Synchronized bandwidth-monitored database Deluxe,5,300.46,4712.02
Mark Pugh,wareeric@example.net,58,2025-08-25T13:36:24.807218,Streamlined dynamic info-mediaries Premium,2,779.12,4712.02
Mark Pugh,wareeric@example.net,58,2025-08-25T13:36:24.807218,Grass-roots zero tolerance circuit Deluxe,1,38.06,4712.02
Mark Pugh,wareeric@example.net,58,2025-08-25T13:36:24.807218,Reactive user-facing Graphic Interface Deluxe,3,501.69,4712.02
Mark Pugh,wareeric@example.net,58,2025-08-25T13:36:24.807218,Centralized multi-state framework Deluxe,1,66.24,4712.02
Darlene Montgomery,haynescharles@example.net,63,2025-08-25T06:44:11.301632,Streamlined homogeneous focus group Standard,3,302.81,0.0
Darlene Montgomery,haynescharles@example.net,63,2025-08-25T06:44:11.301632,Configurable multi-state core Deluxe,1,70.56,0.0
Lisa Powell,erin07@example.com,14,2025-08-23T04:34:35.472340,Stand-alone impactful attitude Standard,2,243.1,0.0
Lisa Powell,erin07@example.com,14,2025-08-23T04:34:35.472340,Expanded fault-tolerant Internet solution Premium,5,662.78,0.0
Hannah Brewer,bwest@example.org,138,2025-08-22T19:18:33.984004,Enhanced scalable task-force Basic,1,614.97,0.0
Mary Baird,stephenthomas@example.org,22,2025-08-21T14:07:06.792358,Centralized homogeneous info-mediaries Pro,3,674.53,5419.58
Mary Baird,stephenthomas@example.org,22,2025-08-21T14:07:06.792358,Organized human-resource help-desk Pro,4,692.36,5419.58
Mary Baird,stephenthomas@example.org,22,2025-08-21T14:07:06.792358,Quality-focused optimizing firmware Basic,2,291.65,5419.58
Carrie Simmons,cbell@example.net,72,2025-08-19T08:48:26.858736,Pre-emptive asymmetric core Standard,5,897.81,0.0
Carrie Simmons,cbell@example.net,72,2025-08-19T08:48:26.858736,Operative tertiary knowledgebase Basic,1,980.83,0.0
Carrie Simmons,cbell@example.net,72,2025-08-19T08:48:26.858736,Phased heuristic encryption Basic,5,428.94,0.0
Carrie Simmons,cbell@example.net,72,2025-08-19T08:48:26.858736,Switchable user-facing open system Premium,2,261.83,0.0
Carrie Simmons,cbell@example.net,72,2025-08-19T08:48:26.858736,Versatile scalable workforce Premium,5,726.88,0.0
Richard Morgan,wrightjames@example.com,130,2025-08-18T10:53:32.152546,Implemented leadingedge core Premium,3,84.0,4985.22
Richard Morgan,wrightjames@example.com,130,2025-08-18T10:53:32.152546,Advanced client-server throughput Basic,4,797.44,4985.22
Richard Morgan,wrightjames@example.com,130,2025-08-18T10:53:32.152546,Profound optimal matrix Premium,3,30.27,4985.22
Richard Morgan,wrightjames@example.com,130,2025-08-18T10:53:32.152546,Streamlined dynamic info-mediaries Premium,2,662.25,4985.22
Richard Morgan,wrightjames@example.com,130,2025-08-18T10:53:32.152546,Self-enabling system-worthy help-desk Basic,1,62.53,4985.22
Kelly Clements,wbarajas@example.net,62,2025-08-13T01:30:57.468074,Organic attitude-oriented policy Premium,5,808.64,0.0
Kelly Clements,wbarajas@example.net,62,2025-08-13T01:30:57.468074,Devolved background superstructure Pro,3,11.83,0.0
Kelly Clements,wbarajas@example.net,62,2025-08-13T01:30:57.468074,Organic discrete middleware Basic,4,511.07,0.0
Melissa Cannon,wwoods@example.com,86,2025-08-11T05:24:31.821139,Quality-focused regional Graphical User Interface Pro,2,675.47,0.0
Melissa Cannon,wwoods@example.com,86,2025-08-11T05:24:31.821139,Operative tertiary knowledgebase Basic,2,833.71,0.0
Melissa Cannon,wwoods@example.com,86,2025-08-11T05:24:31.821139,Automated system-worthy open system Premium,1,701.32,0.0
Melissa Cannon,wwoods@example.com,86,2025-08-11T05:24:31.821139,Implemented leadingedge core Premium,3,98.82,0.0
Tiffany Smith,ldrake@example.org,29,2025-08-10T14:03:58.637074,Automated system-worthy open system Premium,1,701.32,0.0
Julie Dunn,kingdanielle@example.org,32,2025-08-07T09:12:21.044274,Ergonomic client-server interface Standard,4,282.58,2819.22
Julie Dunn,kingdanielle@example.org,32,2025-08-07T09:12:21.044274,Stand-alone impactful attitude Standard,5,243.1,2819.22
Julie Dunn,kingdanielle@example.org,32,2025-08-07T09:12:21.044274,Self-enabling full-range extranet Standard,1,421.37,2819.22
Jennifer Wang,fmiles@example.net,47,2025-08-05T19:02:15.041336,Synchronized bandwidth-monitored database Deluxe,5,225.34,0.0
Jennifer Wang,fmiles@example.net,47,2025-08-05T19:02:15.041336,Organic discrete middleware Basic,5,613.29,0.0
Jennifer Wang,fmiles@example.net,47,2025-08-05T19:02:15.041336,Streamlined dynamic info-mediaries Premium,4,779.12,0.0
Jennifer Wang,fmiles@example.net,47,2025-08-05T19:02:15.041336,Secured needs-based orchestration Pro,3,531.6,0.0
Jennifer Wang,fmiles@example.net,47,2025-08-05T19:02:15.041336,Streamlined homogeneous focus group Standard,1,242.25,0.0
Amy Lopez,cwood@example.org,67,2025-08-01T15:40:57.993330,Seamless attitude-oriented hardware Standard,2,69.83,1097.08
Amy Lopez,cwood@example.org,67,2025-08-01T15:40:57.993330,Quality-focused optimizing firmware Basic,3,311.1,1097.08
Brandon Taylor,linda87@example.org,117,2025-07-31T09:08:04.724502,Implemented discrete moderator Pro,4,675.04,0.0
Brandon Taylor,linda87@example.org,117,2025-07-31T09:08:04.724502,Virtual high-level strategy Deluxe,3,156.28,0.0
Brandon Taylor,linda87@example.org,117,2025-07-31T09:08:04.724502,Seamless attitude-oriented hardware Standard,5,69.83,0.0
Brandon Taylor,linda87@example.org,117,2025-07-31T09:08:04.724502,Programmable systemic hierarchy Deluxe,3,584.13,0.0
Brandon Taylor,linda87@example.org,117,2025-07-31T09:08:04.724502,Adaptive coherent firmware Basic,3,491.2,0.0
Shannon Walton,katie87@example.net,4,2025-07-28T00:36:58.403288,Triple-buffered executive interface Standard,2,320.27,0.0
Shannon Walton,katie87@example.net,4,2025-07-28T00:36:58.403288,Switchable heuristic Graphical User Interface Premium,5,362.92,0.0
Shannon Walton,katie87@example.net,4,2025-07-28T00:36:58.403288,Switchable user-facing open system Premium,4,308.04,0.0
Shannon Walton,katie87@example.net,4,2025-07-28T00:36:58.403288,Centralized didactic access Basic,5,558.45,0.0
Shawn Bates,williamsmatthew@example.org,145,2025-07-25T15:42:12.124674,Automated global instruction set Pro,4,236.86,0.0
Shawn Bates,williamsmatthew@example.org,145,2025-07-25T15:42:12.124674,User-centric fault-tolerant software Pro,5,386.24,0.0
Shawn Bates,williamsmatthew@example.org,145,2025-07-25T15:42:12.124674,Implemented discrete moderator Pro,1,595.63,0.0
Shawn Bates,williamsmatthew@example.org,145,2025-07-25T15:42:12.124674,Self-enabling full-range extranet Standard,3,468.19,0.0
Shawn Bates,williamsmatthew@example.org,145,2025-07-25T15:42:12.124674,Universal methodical customer loyalty Basic,5,613.77,0.0
David Dalton,timperez@example.org,25,2025-07-22T12:25:45.939905,Grass-roots zero tolerance circuit Deluxe,3,40.43,0.0
Joseph Perry,yjones@example.org,148,2025-07-22T10:08:33.560753,Focused systemic algorithm Premium,4,76.42,0.0
Joseph Perry,yjones@example.org,148,2025-07-22T10:08:33.560753,User-centric systematic initiative Premium,4,677.15,0.0
Joseph Perry,yjones@example.org,148,2025-07-22T10:08:33.560753,Reactive leadingedge knowledgebase Premium,2,457.96,0.0
Joseph Perry,yjones@example.org,148,2025-07-22T10:08:33.560753,Enhanced scalable task-force Basic,2,553.47,0.0
Matthew Davis,jeffrey46@example.com,92,2025-07-22T03:02:59.439600,Optimized even-keeled application Basic,2,12.2,1111.71
Matthew Davis,jeffrey46@example.com,92,2025-07-22T03:02:59.439600,Virtual high-level strategy Deluxe,5,208.37,1111.71
Matthew Davis,jeffrey46@example.com,92,2025-07-22T03:02:59.439600,Realigned holistic capability Basic,4,6.52,1111.71
Christopher Tran,kimberly04@example.org,150,2025-07-21T17:39:33.661514,Self-enabling full-range extranet Standard,2,468.19,0.0
Amy Lopez,cwood@example.org,45,2025-07-20T03:46:10.025508,Pre-emptive asymmetric core Standard,5,897.81,0.0
Amy Lopez,cwood@example.org,45,2025-07-20T03:46:10.025508,Face-to-face demand-driven implementation Standard,2,472.57,0.0
Amy Lopez,cwood@example.org,45,2025-07-20T03:46:10.025508,Ergonomic client-server interface Standard,4,240.19,0.0
Amy Lopez,cwood@example.org,45,2025-07-20T03:46:10.025508,User-centric fault-tolerant software Pro,3,328.3,0.0
Amy Lopez,cwood@example.org,45,2025-07-20T03:46:10.025508,Persistent bi-directional artificial intelligence Deluxe,2,74.53,0.0
Jessica Adams,mariahmiller@example.com,158,2025-07-14T19:06:48.621341,Programmable systemic hierarchy Deluxe,1,730.16,6368.69
Jessica Adams,mariahmiller@example.com,158,2025-07-14T19:06:48.621341,Automated system-worthy open system Premium,5,841.58,6368.69
Jessica Adams,mariahmiller@example.com,158,2025-07-14T19:06:48.621341,Reactive user-facing Graphic Interface Deluxe,1,602.03,6368.69
Jessica Adams,mariahmiller@example.com,158,2025-07-14T19:06:48.621341,User-centric fault-tolerant software Pro,2,386.24,6368.69
Kaitlin Thompson,richard04@example.com,105,2025-07-13T19:44:53.857586,Adaptive actuating throughput Basic,2,669.56,1384.7
Donald Price,baileyhenderson@example.com,87,2025-07-13T04:07:26.479306,User-friendly stable encoding Premium,5,744.41,0.0
Donald Price,baileyhenderson@example.com,87,2025-07-13T04:07:26.479306,Centralized methodical capability Premium,1,743.95,0.0
Donald Price,baileyhenderson@example.com,87,2025-07-13T04:07:26.479306,Centralized multi-state framework Deluxe,5,66.24,0.0
Donald Price,baileyhenderson@example.com,87,2025-07-13T04:07:26.479306,Re-engineered contextually-based instruction set Premium,4,803.41,0.0
Donald Price,baileyhenderson@example.com,87,2025-07-13T04:07:26.479306,Ergonomic object-oriented capacity Deluxe,3,594.8,0.0
Ryan Morales,fosterkyle@example.com,120,2025-07-05T21:13:03.001592,Pre-emptive asymmetric core Standard,5,673.36,3394.15
Cindy Jimenez,nwolf@example.com,55,2025-07-04T14:49:43.425863,Quality-focused regional Graphical User Interface Pro,3,750.52,6565.73
Cindy Jimenez,nwolf@example.com,55,2025-07-04T14:49:43.425863,User-friendly stable encoding Premium,5,595.53,6565.73
Cindy Jimenez,nwolf@example.com,55,2025-07-04T14:49:43.425863,User-centric fault-tolerant software Pro,4,328.3,6565.73
James Rhodes,jeremywiley@example.com,91,2025-07-04T00:44:06.549742,Programmable systemic hierarchy Deluxe,5,730.16,5509.18
James Rhodes,jeremywiley@example.com,91,2025-07-04T00:44:06.549742,Switchable heuristic Graphical User Interface Premium,2,403.24,5509.18
James Rhodes,jeremywiley@example.com,91,2025-07-04T00:44:06.549742,Triple-buffered executive interface Standard,3,341.62,5509.18
Jamie Webb,udavis@example.net,79,2025-07-03T20:38:03.214599,Automated system-worthy open system Premium,5,748.07,0.0
Jamie Webb,udavis@example.net,79,2025-07-03T20:38:03.214599,Programmable user-facing extranet Standard,5,283.24,0.0
Jamie Webb,udavis@example.net,79,2025-07-03T20:38:03.214599,Customizable encompassing approach Deluxe,2,330.22,0.0
Jamie Webb,udavis@example.net,79,2025-07-03T20:38:03.214599,User-centric systematic initiative Premium,1,609.43,0.0
Jamie Webb,udavis@example.net,79,2025-07-03T20:38:03.214599,Adaptive coherent firmware Basic,4,491.2,0.0
Valerie Thomas,kimberlyfreeman@example.net,27,2025-07-02T00:05:55.804838,Programmable systemic hierarchy Deluxe,1,730.16,0.0
Valerie Thomas,kimberlyfreeman@example.net,27,2025-07-02T00:05:55.804838,Programmable user-facing extranet Standard,2,212.43,0.0
Valerie Thomas,kimberlyfreeman@example.net,27,2025-07-02T00:05:55.804838,User-centric fault-tolerant software Pro,5,308.99,0.0
Valerie Thomas,kimberlyfreeman@example.net,27,2025-07-02T00:05:55.804838,Reactive user-facing Graphic Interface Deluxe,5,668.92,0.0
David Wilson,jimenezchelsea@example.com,65,2025-06-28T08:58:25.499929,Inverse attitude-oriented strategy Premium,2,755.7,5970.09
David Wilson,jimenezchelsea@example.com,65,2025-06-28T08:58:25.499929,Centralized didactic access Basic,5,446.76,5970.09
David Wilson,jimenezchelsea@example.com,65,2025-06-28T08:58:25.499929,Balanced foreground hardware Standard,4,544.03,5970.09
Michael Foster,aprilmclaughlin@example.org,155,2025-06-25T06:21:24.275776,Automated system-worthy open system Premium,2,935.09,0.0
Michael Foster,aprilmclaughlin@example.org,155,2025-06-25T06:21:24.275776,Ergonomic object-oriented capacity Deluxe,1,660.89,0.0
Michael Foster,aprilmclaughlin@example.org,155,2025-06-25T06:21:24.275776,Managed incremental projection Pro,5,79.63,0.0
David Smith,fmedina@example.com,19,2025-06-23T13:28:42.695774,Enterprise-wide hybrid analyzer Premium,1,300.52,0.0
David Smith,fmedina@example.com,19,2025-06-23T13:28:42.695774,Fundamental web-enabled strategy Premium,3,679.24,0.0
